id,county,project name,description of the farm,soil depth cm,soil ph,soil ph class,exch acidity me,total nitrogen,total nitrogenclass,total org carbon,total org carbonclass,phosphorus olsen,phosphorus olsen class,potassium meq,potassium meqclass,calcium meq,calcium meqclass,magnesium meq,magnesium meqclass,manganese meq,manganese meqclass,copper,copper class,iron,iron class,zinc,zinc class,sodium meq,sodium meqclass,final latitude,final longitude,crop,fertilizer recommendation
48531,Nakuru,Individual,"Kapkures, Nakuru West, Nakuru",,6.16,slight acid,0.5,0.15,adequate,1.7,moderate,155.0,high,2.4,high,4.8,adequate,1.47,adequate,0.88,adequate,1.24,adequate,106.0,adequate,15.1,adequate,0.38,adequate,-0.484889388,36.14855194,Maize,"The soil reaction (pH) is satisfactory for crops' growth. Nitrogen is deficient. Soil organic matter content should be improved. 
Maize: At land preparation apply through broadcasting 2 ton/acre of well decomposed manure or compost. Mix well with the soil. At planting time apply 60 kg/acre of calcium ammonium nitrate (CAN). Top dress with 80 kg/acre of CAN in two equal split applications at knee high and when plants are flowering. "
48532,Nakuru,Individual,"Kapkures, Nakuru West, Nakuru",,7.01,slight alkaline,0.5,0.24,low,2.63,moderate,48.0,high,5.2,high,8.4,adequate,4.06,high,0.69,adequate,1.33,adequate,94.0,adequate,18.8,adequate,0.46,adequate,-0.484889388,36.14855194,"Maize, beans","The soil reaction (pH) is satisfactory for crops' growth. Soil organic matter content should be improved. 
Maize: At land preparation apply through broadcasting 2 ton/acre of well decomposed manure or compost. Mix well with the soil. Top dress with 60 kg/acre of calcium ammonium nitrate (CAN) in two equal split applications at knee high and when plants are flowering. 
Beans: Before planting apply by incorporation into the soil along the ridges 2 ton/acre of well decomposed manure or compost. Plant Rhizobia inoculated seeds to encourage nitrogen fixation. "
48533,Nakuru,Individual,"Kapkures, Nakuru West, Nakuru",,6.26,slight acid,0.5,0.13,low,1.51,moderate,150.0,high,3.0,high,4.6,adequate,2.5,adequate,0.4,adequate,0.6,low,96.0,adequate,11.1,adequate,0.32,adequate,-0.484889388,36.14855194,"Maize, beans","The soil reaction (pH) is satisfactory for crops' growth. Nitrogen and copper are deficient. Soil organic matter content should be improved. 
Maize: At land preparation apply through broadcasting 2 ton/acre of well decomposed manure or compost and 4 kg/acre of copper sulphate. Mix well with the soil. At planting time apply 60 kg/acre of calcium ammonium nitrate (CAN). Top dress with 80 kg/acre of CAN in two equal split applications at knee high and when plants are flowering. 
Beans: Before planting apply by incorporation into the soil along the ridges 2 ton/acre of well decomposed manure or compost and 4 kg/acre of copper sulphate. Plant Rhizobia inoculated seeds to encourage nitrogen fixation."
48534,Nakuru,Individual,"Kapkures, Nakuru West, Nakuru",,6.34,slight acid,0.5,0.15,low,1.65,moderate,40.0,adequate,2.2,high,4.8,adequate,2.16,adequate,0.74,adequate,1.2,adequate,92.4,adequate,7.46,adequate,0.46,adequate,-0.484889388,36.14855194,"Maize, beans","The soil reaction (pH) is satisfactory for crops' growth. Nitrogen is deficient. Soil organic matter content should be improved. At land preparation apply through broadcasting 2 ton/acre of well decomposed manure or compost. Mix well with the soil. 
Maize: At planting time apply 80 kg/acre of N:P:K 23:23:0 fertilizer. Top dress with 60 kg/acre of calcium ammonium nitrate (CAN) in two equal split applications at knee high and when plants are flowering. 
Beans: Before planting apply by incorporation into the soil along the ridges 80 kg/acre of N:P:K 23:23:0. Plant Rhizobia inoculated seeds to encourage nitrogen fixation. "
48535,Nakuru,Individual,"Kapkures, Nakuru West, Nakuru",,5.87,medium acid,0.5,0.19,adequate,2.18,moderate,20.0,low,1.86,high,7.6,adequate,1.54,adequate,0.73,adequate,1.42,adequate,84.0,adequate,8.03,adequate,0.28,adequate,-0.484889388,36.14855194,"Maize, beans","The soil reaction (pH) is satisfactory for crops' growth. Nitrogen and phosphorus are deficient. Soil organic matter content should be improved. At land preparation apply through broadcasting 2 ton/acre of well decomposed manure or compost. Mix well with the soil. 
Maize: At planting time apply 100 kg/acre of N:P:K 23:23:0 fertilizer. Top dress with 60 kg/acre of calcium ammonium nitrate (CAN) in two equal split applications at knee high and when plants are flowering. 
Beans: Before planting apply by incorporation into the soil along the ridges 100 kg/acre of N:P:K 23:23:0. Plant Rhizobia inoculated seeds to encourage nitrogen fixation. "
48536,Nakuru,Individual,"Kapkures, Nakuru West, Nakuru",,6.11,slight acid,0.5,0.22,adequate,2.44,moderate,40.0,adequate,2.4,high,8.2,adequate,2.4,adequate,0.7,adequate,0.62,low,85.8,adequate,9.7,adequate,0.36,adequate,-0.484889388,36.14855194,"Maize, beans","The soil reaction (pH) is satisfactory for crops' growth. Copper is deficient. Soil organic matter content should be improved. At land preparation apply through broadcasting 2 ton/acre of well decomposed manure or compost and 4 kg/acre of copper sulphate. Mix well with the soil. 
Maize: At planting time apply 80 kg/acre of N:P:K 23:23:0 fertilizer. Top dress with 60 kg/acre of calcium ammonium nitrate (CAN) in two equal split applications at knee high and when plants are flowering. 
Beans: Before planting apply by incorporation into the soil along the ridges 80 kg/acre of N:P:K 23:23:0. Plant Rhizobia inoculated seeds to encourage nitrogen fixation. "
48537,Nakuru,Individual,"Kapkures, Nakuru West, Nakuru",,6.28,slight acid,0.5,0.15,adequate,1.76,moderate,30.0,adequate,2.8,high,9.2,adequate,3.35,high,0.61,adequate,1.2,adequate,84.4,adequate,10.3,adequate,0.36,adequate,-0.484889388,36.14855194,"Maize, beans","The soil reaction (pH) is satisfactory for crops' growth. Nitrogen is deficient. Soil organic matter content should be improved. At land preparation apply through broadcasting 2 ton/acre of well decomposed manure or compost. Mix well with the soil. 
Maize: At planting time apply 80 kg/acre of N:P:K 23:23:0 fertilizer. Top dress with 60 kg/acre of calcium ammonium nitrate (CAN) in two equal split applications at knee high and when plants are flowering. 
Beans: Before planting apply by incorporation into the soil along the ridges 80 kg/acre of N:P:K 23:23:0. Plant Rhizobia inoculated seeds to encourage nitrogen fixation. "
48538,Nakuru,Individual,"Kapkures, Nakuru West, Nakuru",,6.08,slight acid,0.5,0.21,adequate,2.32,moderate,45.0,adequate,2.6,high,8.2,adequate,2.04,adequate,0.73,adequate,1.29,adequate,96.6,adequate,21.8,adequate,0.32,adequate,-0.484889388,36.14855194,"Maize, beans","The soil reaction (pH) is satisfactory for crops' growth. Soil organic matter content should be improved. At land preparation apply through broadcasting 2 ton/acre of well decomposed manure or compost. Mix well with the soil. 
Maize: At planting time apply 60 kg/acre of N:P:K 23:23:0 fertilizer. Top dress with 60 kg/acre of calcium ammonium nitrate (CAN) in two equal split applications at knee high and when plants are flowering. 
Beans: Before planting apply by incorporation into the soil along the ridges 60 kg/acre of N:P:K 23:23:0. Plant Rhizobia inoculated seeds to encourage nitrogen fixation. "
48539,Nakuru,Individual,"Kapkures, Nakuru West, Nakuru",,6.35,slight acid,0.5,0.11,adequate,1.38,moderate,80.0,adequate,2.4,high,5.0,adequate,2.02,adequate,0.5,adequate,1.33,adequate,91.7,adequate,11.4,adequate,0.4,adequate,-0.484889388,36.14855194,"Maize, beans","The soil reaction (pH) is satisfactory for crops' growth. Nitrogen is deficient. Soil organic matter content should be improved. 
Maize: At land preparation apply through broadcasting 2 ton/acre of well decomposed manure or compost. Mix well with the soil. At planting time apply 60 kg/acre of calcium ammonium nitrate (CAN). Top dress with 80 kg/acre of CAN in two equal split applications at knee high and when plants are flowering. 
Beans: Before planting apply by incorporation into the soil along the ridges 2 ton/acre of well decomposed manure or compost. Plant Rhizobia inoculated seeds to encourage nitrogen fixation. "
48540,Nakuru,Individual,"London, Nakuru West, Nakuru",,5.67,medium acid,0.5,0.25,adequate,2.78,moderate,25.0,low,2.0,high,5.6,adequate,1.5,adequate,0.45,adequate,1.02,adequate,130.0,adequate,29.5,adequate,0.3,adequate,-0.484889388,36.14855194,"Maize, beans","The soil reaction (pH) is satisfactory for crops' growth. Phosphorus is deficient. Soil organic matter content is sufficient. At land preparation apply through broadcasting 1 ton/acre of well decomposed manure or compost in order to maintain adequate level of organic matter. Mix well with the soil. 
Maize: At planting time apply 100 kg/acre of N:P:K 23:23:0 fertilizer. Top dress with 60 kg/acre of calcium ammonium nitrate (CAN) in two equal split applications at knee high and when plants are flowering. 
Beans: Before planting apply by incorporation into the soil along the ridges 100 kg/acre of N:P:K 23:23:0. Plant Rhizobia inoculated seeds to encourage nitrogen fixation. "
48541,Nakuru,Individual,"London, Nakuru West, Nakuru",,5.8,medium acid,0.5,0.21,adequate,2.39,moderate,25.0,low,2.2,high,4.4,adequate,1.1,adequate,0.4,adequate,1.24,adequate,146.0,adequate,20.8,adequate,0.34,adequate,-0.484889388,36.14855194,"Beans, kale, tomato","The soil reaction (pH) is satisfactory for crops' growth. Phosphorus is deficient. Soil organic matter content should be improved. At land preparation apply through broadcasting 2 ton/acre of well decomposed manure or compost. Mix well with the soil. 
Beans: Before planting apply by incorporation into the soil along the ridges 100 kg/acre of N:P:K 23:23:0. Plant Rhizobia inoculated seeds to encourage nitrogen fixation. 
Kale: At planting time apply 100 kg/acre of N:P:K 23:23:0. Top dress with 50 kg/acre of calcium ammonium nitrate (CAN) when plants are 20 cm high followed by 50 kg/acre of CAN after every 3 weeks. 
Tomato: At planting time apply 100 kg/acre of N:P:K 23:23:0 fertilizer. At the start of flowering top dress with 100 kg/acre of CAN. At early fruiting stage top dress with 50 kg/acre of N:P:K 23:23:0."
48542,Nakuru,Individual,"London, Nakuru West, Nakuru",,5.99,medium acid,0.5,0.25,adequate,2.84,moderate,20.0,low,2.8,high,5.6,adequate,1.2,adequate,0.42,adequate,1.11,adequate,170.0,adequate,26.1,adequate,0.44,adequate,-0.484889388,36.14855194,"Maize, beans, potato","The soil reaction (pH) is satisfactory for crops' growth. Phosphorus is deficient. Soil organic matter content is sufficient. At land preparation apply through broadcasting 1 ton/acre of well decomposed manure or compost in order to maintain adequate level of organic matter. Mix well with the soil. 
Maize: At planting time apply 100 kg/acre of N:P:K 23:23:0 fertilizer. Top dress with 60 kg/acre of calcium ammonium nitrate (CAN) in two equal split applications at knee high and when plants are flowering. 
Beans: Before planting apply by incorporation into the soil along the ridges 100 kg/acre of N:P:K 23:23:0. Plant Rhizobia inoculated seeds to encourage nitrogen fixation. 
Potato: Just before planting apply 100 kg/acre of N:P:K 23:23:0. The fertilizer should be well worked into the soil to avoid close contact with the seeds."
48543,Nakuru,Individual,"London, Nakuru West, Nakuru",,5.79,medium acid,0.5,0.41,adequate,4.39,moderate,25.0,low,2.2,high,3.8,adequate,1.56,adequate,0.4,adequate,1.16,adequate,137.0,adequate,21.0,adequate,0.3,adequate,-0.484889388,36.14855194,"Maize, beans","The soil reaction (pH) is satisfactory for crops' growth. Phosphorus is deficient. Soil organic matter content is sufficient. At land preparation apply through broadcasting 0.5 ton/acre of well decomposed manure or compost in order to maintain adequate level of organic matter. Mix well with the soil. 
Maize: At planting time apply 80 kg/acre of triple superphosphate (TSP)r. Top dress with 60 kg/acre of calcium ammonium nitrate (CAN) in two equal split applications at knee high and when plants are flowering. 
Beans: Before planting apply by incorporation into the soil along the ridges 80 kg/acre of TSP. Plant Rhizobia inoculated seeds to encourage nitrogen fixation. "
48544,Nakuru,Individual,"London, Nakuru West, Nakuru",,5.75,medium acid,0.5,0.25,adequate,2.8,moderate,30.0,adequate,2.0,high,5.8,adequate,1.6,adequate,0.68,adequate,0.84,low,117.0,adequate,31.6,adequate,0.32,adequate,-0.484889388,36.14855194,"Maize, beans, vegetables","The soil reaction (pH) is satisfactory for crops' growth. Copper is deficient. Soil organic matter content is sufficient. At land preparation apply through broadcasting 1 ton/acre of well decomposed manure or compost in order to maintain adequate level of organic matter and 4 kg/acre of copper sulphate. Mix well with the soil. 
Maize: At planting time apply 80 kg/acre of N:P:K 23:23:0 fertilizer. Top dress with 60 kg/acre of calcium ammonium nitrate (CAN) in two equal split applications at knee high and when plants are flowering. 
Beans: Before planting apply by incorporation into the soil along the ridges 80 kg/acre of N:P:K 23:23:0. Plant Rhizobia inoculated seeds to encourage nitrogen fixation. 
Vegetables: At transplanting apply 80 kg/acre of N:P:K 23:23:0. Top dress with 50 kg/acre of CAN when plants are 20-25 cm high followed by 50 kg/acre of CAN or AS 3-4 weeks later."
48545,Nakuru,Individual,"London, Nakuru West, Nakuru",,5.51,medium acid,0.5,0.36,adequate,3.88,moderate,25.0,low,1.9,high,5.8,adequate,1.1,adequate,0.57,adequate,1.07,adequate,104.0,adequate,35.9,adequate,0.26,adequate,-0.484889388,36.14855194,"Maize, millet","The soil reaction (pH) is satisfactory for crops' growth. Phosphorus is deficient. Soil organic matter content is sufficient. At land preparation apply through broadcasting 1 ton/acre of well decomposed manure or compost in order to maintain adequate level of organic matter. Mix well with the soil. 
Maize: At planting time apply 80 kg/acre of triple superphosphate (TSP). Top dress with 60 kg/acre of calcium ammonium nitrate (CAN) in two equal split applications at knee high and when plants are flowering. 
Millet (Wimbi): At planting time apply 80 kg/acre of TSP. Three weeks after sowing top dress with 50 kg/acre of CAN."
48546,Nakuru,Individual,"London, Nakuru West, Nakuru",,5.95,medium acid,0.5,0.4,adequate,4.26,moderate,30.0,adequate,2.0,high,20.0,high,3.67,high,0.54,adequate,1.29,adequate,44.7,adequate,56.0,adequate,0.24,adequate,-0.484889388,36.14855194,Maize,"The soil reaction (pH) is satisfactory for crops' growth. Phosphorus is at deficiency threshold level. Soil organic matter content is sufficient. 
Maize: At land preparation apply through broadcasting 0.5 ton/acre of well decomposed manure or compost in order to maintain adequate level of organic matter. Mix well with the soil. At planting time apply 80 kg/acre of triple superphosphate (TSP). Top dress with 30 kg/acre of urea in two equal split applications at knee high and when plants are flowering. "
48547,Nakuru,Individual,"London, Nakuru West, Nakuru",,5.84,medium acid,0.5,0.3,adequate,3.2,moderate,20.0,low,1.64,high,2.0,adequate,1.0,adequate,0.75,adequate,1.51,adequate,133.0,adequate,22.6,adequate,0.38,adequate,-0.484889388,36.14855194,"Maize, beans","The soil reaction (pH) is satisfactory for crops' growth. Phosphorus is deficient. Soil organic matter content is sufficient. At land preparation apply through broadcasting 1 ton/acre of well decomposed manure or compost in order to maintain adequate level of organic matter. Mix well with the soil. 
Maize: At planting time apply 100 kg/acre of triple superphosphate (TSP). Top dress with 60 kg/acre of calcium ammonium nitrate (CAN) in two equal split applications at knee high and when plants are flowering. 
Beans: Before planting apply by incorporation into the soil along the ridges 100 kg/acre of TSP. Plant Rhizobia inoculated seeds to encourage nitrogen fixation. "
